time_idx,target,stallion
154,39.261431430785755,A
155,87.70489422429631,B
156,2.214238768481369,C
157,26.63893984814529,B
158,60.10378891482346,B
159,62.9742037601409,B
160,86.11373284189486,B
161,61.04875547945853,B
162,83.33691574762729,B
163,8.826189168401989,A
164,6.48921808650873,C
165,17.433519034529933,A
166,90.0340013252283,A
167,10.943554112302067,C
168,11.52314303264842,B
169,58.176213629928974,A
170,7.670585960256837,B
171,23.014212248153697,A
172,75.09601620354613,B
173,81.40161882699465,A
174,78.54439391088809,C
175,14.093821411055718,C
176,98.53386862840563,C
177,93.38933667952304,B
178,13.366918214794943,B
179,15.317715388530306,C
180,75.5822520202806,B
181,8.806594426809578,C
182,64.89369077618716,A
183,41.98202660893779,C
184,32.71683619243356,C
185,50.06988973016714,B
186,21.076663482258617,B
187,35.36549854167185,C
188,2.1482978210607517,B
189,0.3789215037664051,A
190,1.27434209976105,C
191,50.13177997934035,C
192,79.22319786125364,B
193,95.79474573193784,A
194,48.127773552189446,C
195,56.689146329343274,C
196,43.931801457264505,C
197,54.31838246687337,C
198,76.86188993219967,B
199,56.89824349911468,B
200,34.886873187610426,A
201,70.60489374073218,A
202,2.128583484758173,C
203,21.185676184601675,B
204,82.13311187139296,B
205,78.11675985062294,A
206,88.95931828519456,B
207,76.79620040578627,A
208,22.73217604467486,B
209,27.19838503052856,A
210,25.45723650480598,B
211,49.83566358041408,C
212,55.09167206837604,C
213,60.56139069424703,A
214,81.63354990274485,C
215,44.0403494499122,B
216,84.37820887455823,C
217,34.77507101346254,B
218,47.59989619897917,B
219,45.66152333086738,C
220,56.69846158315865,A
221,62.840829036175904,B
222,64.96215443329513,B
223,92.84244766722378,A
224,75.92670738204218,A
225,58.07175743401443,A
226,83.3117431504443,A
227,78.08688594986015,A
228,45.00019046427835,C
229,28.428487062288877,C
230,75.16001004056433,A
231,57.20299365772625,B
232,99.4527078413138,A
233,40.04722230786805,C
234,62.119328406255235,B
235,43.404356719352386,A
236,9.779026171868566,C
237,7.352689894444808,C
238,25.454551222009957,B
239,91.99032360107884,C
240,85.48258065690068,B
241,91.04513985963088,B
242,38.22617239152882,A
243,84.07062699486106,B
244,28.508899225856766,C
245,98.05517845630084,B
246,78.48420537625344,C
247,83.2800448178182,B
248,81.44246827439571,C
249,76.19740325955688,C
250,4.023643791661858,B
251,94.78154658882202,B
252,59.97821310991882,B
253,54.1186885793807,B
254,24.499802353377685,B
255,77.40069391708924,A
256,96.96262729983079,A
257,12.16375311848651,B
258,77.59294201472238,A
259,63.45627171369057,A
260,4.539015222951859,A
261,56.14957285758725,A
262,4.047528995122485,C
263,95.17486406781688,B
264,83.39282570253982,A
265,68.6394210287799,B
266,12.866871249371059,A
267,19.260804746438374,A
268,86.83745477000441,A
269,26.432399541167563,A
270,25.93402794740316,B
271,11.43710125629408,B
272,6.840064434151638,B
273,46.249971963921425,C
274,17.981492718583247,C
275,45.10791248063085,A
276,39.81732584150195,B
277,75.51339627010954,C
278,58.19198098718068,C
279,14.458202463074965,B
280,0.8125413583646268,A
281,0.7482333309262956,C
282,60.0350115691472,B
283,80.63681746953633,A
284,55.87276784172188,B
285,34.660555470385454,C
286,34.901283102243355,C
287,95.82465471784755,B
288,51.97069481128316,B
289,37.11795368798778,C
290,86.51630874873851,C
291,73.19230468676582,C
292,19.813197519547863,A
293,19.65239442059472,B
294,63.53914316588133,B
295,57.06275858623642,B
296,13.844949658205541,A
297,12.504981091826405,B
298,88.43899526626112,A
299,7.452690029588727,A
300,94.13163698214159,C
301,28.194556556772497,C
302,65.99029781705173,C
303,82.66408204145532,B
304,17.706956602380043,C
305,28.409560697682835,A
306,5.160798366698804,C
307,78.22763459368204,B
308,72.59108137653624,C
309,99.64174610463775,B
310,51.62217029883587,B
311,0.9590976230334558,C
312,82.17883637154745,B
313,23.68391277944857,A
314,41.26903094365931,A
315,35.77729070544666,B
316,31.231452159818108,C
317,49.23679774465505,B
318,76.10585903007087,B
319,95.26647352852828,A
320,78.6450983140078,B
321,23.582150379228807,C
322,40.35464738405504,A
323,3.392620838117888,A
324,67.32530027794907,A
325,86.34890672637161,A
326,41.25798644444052,B
327,81.5626341365706,B
328,83.18375799278661,C
329,6.029030088809472,A
330,40.40418088063894,A
331,97.56678842142334,A
332,9.025227090728837,C
333,54.86591722546943,B
334,18.21524718612374,C
335,95.41308365291896,B
336,54.83180926387827,A
337,81.6046349206441,B
338,24.830886341913384,B
339,19.43002630730798,C
340,36.17965594996503,C
341,19.039344041606455,A
342,18.662648862823406,B
343,90.11129059519646,A
344,35.58762380908702,A
345,49.683343575081054,A
346,99.96080777314714,C
347,21.903446690019646,C
348,31.772606485055988,A
349,76.87835485485066,B
350,66.02402856159006,A
351,34.34721000085891,C
352,79.20240104229423,A
353,67.14802257139759,B
354,6.38846963560974,A
355,73.96186613873532,A
356,42.35002379254272,C
357,39.14562852821407,B
358,87.96484417512954,B
359,74.35431680550415,A
360,96.31120059510593,C
361,27.629421110089226,C
362,84.03108006345212,C
363,39.7036444536172,B
364,40.69370617936043,A
365,7.148499822680588,A
366,79.24648080865107,B
367,65.88624630827562,C
368,90.63671522181176,C
369,92.7476551013718,A
370,34.514430060956116,B
371,56.3012132422816,C
372,29.605886133981674,A
373,94.72102196670895,B
374,91.42908752057849,C
375,77.25488342622162,B
376,99.11832510807153,A
377,64.75568290674279,C
378,98.99422665174616,A
379,60.45285075922403,B
380,78.34198774095705,A
381,13.960077924670367,B
382,28.368622448771795,A
383,29.42333854080921,A
384,81.09996496241875,C
385,16.795757272726707,A
386,71.4958629896398,B
387,63.622559154551205,B
388,53.52270335636222,B
389,18.14760844945259,B
390,75.41451755412024,C
391,72.17349423460645,B
392,38.573831202090666,C
393,28.526222362751994,B
394,67.27094358423886,C
395,14.886086598466807,C
396,46.570965100866346,A
397,13.402321331389766,C
398,13.088122455060091,B
399,18.859431248292847,C
400,44.45521208780575,B
401,60.99294743251138,A
402,54.47255888858103,C
403,4.964385693536755,C
404,59.03212767906779,C
405,8.801053888264388,C
406,14.250167699415373,C
407,6.73407746658341,A
408,20.377203136353693,A
409,89.92529177072733,B
410,40.95950898009736,A
411,30.621849268392776,B
412,14.502269671065172,C
413,72.26614214679485,C
414,90.0063221288584,B
415,20.121697798111782,A
416,5.072921707717382,B
417,0.3189343688393853,C
418,38.3692611767499,A
419,37.51303760397171,A
420,93.75358014070791,A
421,50.89019976668633,C
422,34.47593421988317,C
423,67.0069751885421,A
424,88.22797529995813,A
425,68.36719037497826,B
426,97.3548403273812,A
427,11.563057956621314,A
428,61.10984312635044,C
429,99.57366699657968,B
430,87.23211087674288,B
431,50.592686476754466,C
432,36.34782553033234,B
433,81.71372213879779,C
434,93.11381545597445,B
435,88.40579681504207,C
436,55.78630293626541,A
437,44.43640294369232,C
438,48.640889280125336,B
439,81.67335477771816,A
440,41.97084490634032,C
441,83.15089238476646,B
442,18.03644208766595,A
443,63.73242949116891,A
444,66.50396986052857,C
445,95.61578705263179,C
446,62.46133890928307,B
447,8.280545182801124,B
448,22.628097304123973,A
449,34.48566832980041,A
450,41.953369400729514,C
451,58.11157285550731,C
452,24.831000183090303,B
453,9.500359960889925,A
454,58.47506725630013,C
455,68.62725433513076,A
456,8.49856216651277,B
457,9.71319357432031,A
458,67.35841865203437,B
459,34.757829202606935,B
460,7.5587580007602355,A
461,82.31783874057119,A
462,50.69550597854088,C
463,1.2369887428303916,A
464,40.09525844910227,A
465,56.1186168884641,C
466,38.76108866686031,C
467,28.808677611143185,C
468,12.751029654078682,B
469,22.73236160450146,C
470,85.64432961436289,B
471,27.52017281521023,B
472,53.67945853253939,C
473,57.51598221910288,C
474,32.368449527501944,C
475,81.49710702968073,B
476,38.8015521783406,B
477,27.103565186271172,B
478,5.900911553485444,B
479,31.24783822114162,B
480,31.1891052232819,A
481,97.5804222921171,B
482,57.638496508415905,B
483,59.87322197049875,B
484,48.56963540451748,C
485,40.55724597135559,C
486,22.1951818883258,A
487,71.88397063998202,C
488,61.320868413160014,A
489,40.88157072825648,C
490,4.211351064062486,A
491,38.34820854465597,C
492,88.80440039254043,C
493,52.94546949433011,C
494,76.28409981827929,B
495,75.88139675500784,C
496,65.31566707434975,C
497,60.18670550480518,A
498,67.28441800315915,B
499,36.186661378244814,A
500,88.47488513545949,A
501,3.293908894150399,B
502,32.71298481271897,C
503,47.531542755143704,B
504,6.080038129876364,A
505,46.357597094120514,A
506,47.298650614639506,C
507,69.43294287711174,B
508,93.00605950815786,B
509,36.32180761128796,C
510,93.19168545517516,C
511,96.99056951979873,B
512,55.04670929620647,B
513,0.7608908717573692,C
514,61.21262447479575,A
515,54.81747019141601,A
516,74.8036896682957,B
517,31.433577418095847,C
518,25.785590981390783,C
519,97.68347848776385,B
520,26.163876107485773,A
521,48.000883208398534,B
522,36.3298960535964,C
523,81.32513459000631,A
524,23.432007246118282,A
525,23.506278272239488,C
526,13.798403359768264,B
527,83.86845015548404,A
528,98.20330216650892,A
529,54.269253634557536,A
530,35.7075871590253,C
531,63.32676959526711,A
532,53.153657680475064,A
533,38.656515388255656,A
534,37.09118131145055,A
535,99.65154412033169,B
536,14.040983345173252,C
537,83.98391554283793,C
538,78.43263660733587,A
539,42.68394305125041,B
540,93.0934590112596,B
541,52.638533643643385,C
542,52.124911735048876,C
543,54.64037414443427,C
544,69.68386859316834,B
545,32.146421935355576,B
546,84.05435936060506,A
547,84.39306545323697,C
548,66.5804743347483,B
549,97.30434744263306,C
550,9.673488711794164,A
551,5.607535752529714,A
552,65.02602570239479,A
553,39.3225383669509,B
554,60.4209943475414,C
555,49.45461493996588,A
556,99.6789232195242,C
557,36.098120827959,A
558,73.11500906170276,A
559,3.2126730086659006,C
560,88.92445840325526,A
561,59.69178848497143,B
562,15.10958270183973,C
563,29.35193442009407,A
564,99.83983705519583,B
565,65.19966496881136,A
566,17.796581502846742,A
567,49.7666223555694,C
568,2.7163351398092894,A
569,84.08892362123011,A
570,42.08516462396684,B
571,38.57781584801276,A
572,93.45878251065082,A
573,47.08633253912961,A
574,59.23287440627837,C
575,58.97064709850417,B
576,29.113381054088304,A
577,12.033958846516157,C
578,25.95928888279647,C
579,35.7776543999046,A
580,74.25241517670777,B
581,92.31513831857899,C
582,83.92504860894816,A
583,49.04235701640859,B
584,96.79403159049465,C
585,16.489652345587768,B
586,58.400041966330484,A
587,86.32585831360316,B
588,98.63553980877332,B
589,31.125738410197677,A
590,39.18115203641784,B
591,33.341304858185005,C
592,66.73825593516712,A
593,22.235283966734755,B
594,46.26677974961774,A
595,71.88051740802207,A
596,45.74632052124146,C
597,76.9453187428703,C
598,30.16807329789136,A
599,9.654977234684859,C
600,67.47360136823906,A
601,14.05652077860713,B
602,23.47427008617392,A
603,81.23970158403023,B
604,88.04640803021316,C
605,4.531868010145878,C
606,1.755303266723618,A
607,72.21482050984598,A
608,66.7017110082348,A
609,77.3994573136791,B
610,82.08416664601067,C
611,46.342016604099,A
612,61.956292913089975,C
613,67.58279478152996,B
614,43.749456263599896,C
615,72.9786756030014,C
616,55.332421562933156,C
617,34.58498019491289,B
618,54.95833772365788,B
619,99.50504342661931,A
620,16.721700999589327,B
621,98.99832653060055,A
622,74.69724498925116,C
623,34.968263013610226,B
624,39.286888963510854,C
625,26.158340101866106,C
626,82.59583311250593,B
627,96.31455948492905,A
628,64.17770305410978,B
629,36.12557991685925,B
630,42.69445892299019,A
631,81.00470926461078,B
632,2.0434440697505996,C
633,5.219169313944738,A
634,21.76044691779876,B
635,67.96057836671503,C
636,81.22211708812657,B
637,14.718036460516004,C
638,75.88476424914549,A
639,98.74485248032944,C
640,45.79223103903206,C
641,60.37873763661602,B
642,57.053899708073374,A
643,99.38451517464493,B
644,40.20763089675571,A
645,11.7757586545154,C
646,16.215742087582473,A
647,96.11424525549438,C
648,87.71631500166129,A
649,66.16057950614424,A
650,3.89173301887491,C
651,23.867398548839247,A
652,39.19545992715571,C
653,79.93518645979917,B
654,94.34538399467971,A
655,80.8208618891414,A
656,19.972308842716625,A
657,42.98329974630728,B
658,69.24985231626079,C
659,57.30818368240518,C
660,33.12513990376321,C
661,94.20037084749546,B
662,65.78684531724173,B
663,48.32420940793117,C
664,76.75480672301246,B
665,20.951965184207754,A
666,90.78965951597372,A
667,91.56866150172732,C
668,30.092418286153734,A
669,93.13922042316985,A
670,89.65043373622986,B
671,35.76983286976129,A
672,67.14925588869639,A
673,84.14780421402422,C
674,72.42519113158265,A
675,15.127706200458812,A
676,73.25551751217836,C
677,65.09207606337498,B
678,47.64369971025588,B
679,46.921417154661135,C
680,54.86609082088574,C
681,9.223343119384486,C
682,67.4282078346241,A
683,7.1454914754126015,B
684,6.951015662677385,B
685,66.17291675033823,C
686,45.93390258133867,C
687,31.09889017125871,B
688,66.79775658322414,C
689,39.22917977796637,B
690,97.04504398485791,C
691,14.471118007537076,A
692,6.430876444965494,A
693,1.9548223983693935,A
694,31.235134063006786,A
695,86.86915021400775,B
696,28.409279670562306,A
697,35.40993299495714,A
698,26.621247993265406,B
699,73.20591460380508,A
700,12.991634355124337,C
701,83.47951768396062,A
702,72.02548707419766,B
703,0.0033507704194302157,B
704,93.20008204092012,A
705,38.66783635535177,C
706,88.68132459538826,B
707,78.14360106249198,C
708,34.517103101995176,A
709,26.33776953626662,C
710,58.120876404752075,B
711,33.27250462791794,C
712,91.60650036316285,C
713,42.43455362757469,A
714,89.64209719233254,B
715,8.845687005150305,B
716,36.077828258911325,A
717,90.07715008688729,A
718,62.631347713538744,C
719,68.60366280490618,A
720,92.18936777014616,B
721,96.31406417826491,B
722,97.76175295431307,C
723,17.184114848005173,B
724,72.2144368069887,B
725,83.15890572619982,C
726,95.21982993955527,A
727,48.312277888157574,A
728,2.8552920417173056,A
729,46.55184251190683,C
730,47.29968661384076,B
731,69.88091727559423,A
732,65.03294201788913,B
733,5.799322853502121,B
734,40.263179068612565,C
735,65.24277283376098,C
736,29.340152928278997,C
737,80.35563026910172,B
738,79.02574214540444,C
739,52.91762858880584,C
740,6.3466731319644865,C
741,72.24102186505219,C
742,19.993491239319074,C
743,71.54648335831037,B
744,61.02218965636005,C
745,29.033041646715485,B
746,54.44045525489676,C
747,28.343503520868218,C
748,28.953555819713085,A
749,90.61919367438887,C
750,71.76082559521181,A
751,44.26405927099998,A
752,54.71380697763356,C
753,9.068133788912213,C
754,34.13392602164246,B
755,47.24844461521806,A
756,9.726482844291384,B
757,10.38312635269939,A
758,76.23022565510757,A
759,83.44286675606976,C
760,15.874170273506405,C
761,80.14905902710082,A
762,45.7369933760301,B
763,76.55816362226336,C
764,26.695304679096843,C
765,83.12604524931324,B
766,10.671318695201515,A
767,53.952102716897286,B
768,62.294230281890115,A
769,68.2888125566722,C
770,33.968799033230326,B
771,52.381506457393016,C
772,23.65212289686449,C
773,83.6838247362386,C
774,35.08558204019453,A
775,36.997732897644894,A
776,20.738977287159944,A
777,31.25614819781196,B
778,1.8457753940451127,C
779,24.479808451510543,C
780,24.217907280286035,B
781,15.923021619156241,B
782,50.08096251766466,B
783,47.912063975797636,B
784,69.02330134538268,A
785,51.89756803298913,B
786,31.851164511768072,B
787,38.05427897100538,A
788,39.90243166646906,A
789,81.29795200905455,B
790,81.71742093546513,A
791,97.83994481276635,C
792,10.39726475197934,C
793,3.5316746009758093,B
794,67.02733862158955,B
795,42.25693936513139,A
796,62.39941653863692,B
797,13.580115497345746,C
798,62.5820826805763,A
799,60.7858902725278,A
800,75.50577920505488,B
801,47.2292467112992,A
802,31.89590040735103,C
803,72.1785257643647,C
804,72.48336056098728,B
805,56.184353454789246,A
806,80.14834663435309,B
807,23.17526856899882,C
808,0.21385820325423577,A
809,55.89249397690086,C
810,3.7746116219557035,C
811,58.27574670155363,A
812,41.92311606800968,B
813,0.49344227029920473,B
814,2.892594205408394,B
815,12.58246664713213,B
816,81.23957836442173,C
817,52.810928997568766,B
818,4.3044732008722715,A
819,78.13150108669561,B
820,82.49843044623476,A
821,0.37836740146444114,A
822,67.24737396651729,C
823,28.96363131774572,A
824,84.40670646874521,A
825,92.46626450645576,C
826,88.86198715350008,B
827,30.595674100322455,C
828,88.31726844079529,A
829,41.1709596914261,C
830,50.89683824643291,A
831,93.65499491953426,A
832,78.25751043771677,C
833,27.36918831101881,C
834,37.584765778212194,A
835,85.86046191850448,B
836,82.03374672578569,A
837,56.555554818823985,A
838,20.983375153641937,C
839,58.79545439674077,B
840,67.55299593787018,C
841,89.83540567311378,C
842,49.37294457632725,B
843,15.981652683804004,B
844,7.624487572544181,B
845,5.198161764040476,A
846,48.734830623799155,C
847,23.307286484305877,C
848,57.466063993456714,A
849,26.1858802783117,B
850,93.27121191265327,A
851,97.43798483282517,A
852,66.94588896685684,A
853,79.35737260267028,C
854,72.32598117807166,C
855,94.67147720341195,A
856,49.570595971783746,A
857,24.768991936246533,C
858,97.12051832554013,B
859,42.49547876963447,B
860,34.75613237943307,A
861,71.98064955113318,C
862,29.456606194027824,C
863,31.7320518606378,C
864,0.3884135559241275,C
865,7.452504939737937,A
866,91.9674164246238,C
867,83.08290442265037,A
868,39.940920263813936,A
869,56.69838486002151,C
870,42.89289575191735,C
871,43.43629827483231,A
872,53.12318135785211,C
873,44.02291985685041,B
874,25.326559989752283,A
875,44.89080839685676,A
876,65.28393774591285,B
877,37.938990561016894,A
878,8.896841996146831,B
879,67.31112088459062,B
880,71.57743475740757,A
881,26.144499548042933,B
882,92.96678517965199,A
883,77.16984801257321,C
884,82.11997872897645,C
885,4.777562433005567,B
886,4.441049564992139,C
887,37.80211934982246,B
888,25.873119095985842,A
889,33.988507388987856,B
890,2.5657176199339937,C
891,10.948717501115512,B
892,75.21591800728605,C
893,64.84357243418248,A
894,77.27910196702172,B
895,5.3449818638157565,A
896,0.10730166935865038,A
897,81.62591289919095,A
898,57.1050531025555,A
899,2.9475367652268214,B
900,42.12676178130447,B
901,52.46983290954964,A
902,24.150966341316526,B
903,59.58679998604923,C
904,82.33635558046936,B
905,88.1481832423282,C
906,93.7722885297502,A
907,55.662021259332185,C
908,96.46064761241921,C
909,98.4839470547055,A
910,80.04126773914389,B
911,78.7436468377164,A
912,90.55427729955036,A
913,47.67518222264512,C
914,80.03274121861944,B
915,25.197603889789455,C
916,35.565559156798344,B
917,86.2647263287114,C
918,12.94121540588079,B
919,6.556122475094184,B
920,93.52451090028453,B
921,86.23961208119069,B
922,3.7749502518783395,C
923,20.927137754135792,C
924,1.9778017229104994,B
925,98.20021736385476,C
926,97.27374205481112,A
927,32.94019394596967,C
928,23.149574873674126,C
929,21.70583223895247,B
930,56.080715323905615,A
931,66.35797315924398,C
932,93.06216919144852,A
933,99.0992496007306,B
934,10.946144955504444,A
935,41.87508634258577,A
936,97.17990660990024,B
937,14.30203534717136,A
938,92.84747702202007,B
939,94.07924835387709,C
940,61.36200234764277,B
941,53.432025809223724,A
942,29.259017113886976,C
943,18.64986046814049,A
944,40.13899091360843,B
945,61.077424628767304,C
946,29.936813977232813,C
947,46.82623199127116,B
948,9.265882872104825,C
949,13.008446207202361,A
950,98.52237267156852,B
951,44.35017763695005,B
952,70.04370612212074,C
953,70.312274297129,C
954,42.16980550373168,A
955,8.501483066958059,B
956,8.56825881006057,B
957,37.067620249817324,A
958,4.995561214496325,A
959,37.462892865180976,C
960,49.412484693695276,C
961,90.85177267550182,B
962,27.62416907028139,C
963,64.6614130361723,A
964,10.667501404797907,C
965,76.03597713626169,A
966,81.19245803231277,B
967,5.490449509924245,A
968,14.61695828573999,A
969,14.691796971306637,A
970,88.31758589066932,A
971,95.91493007804817,A
972,25.74918412401541,C
973,67.59068814079369,B
974,31.49185658033048,A
975,31.59726869398044,A
976,95.3680782258157,B
977,97.13484298597477,C
978,6.269638465413008,A
979,16.377877854836186,C
980,80.56530634590281,C
981,73.31058512944978,A
982,8.202372208644249,C
983,49.02105040255551,C
984,72.24934307031839,A
985,75.09964840139122,A
986,17.52079980343386,C
987,99.6432900664712,C
988,57.162527618339766,A
989,5.632500062717938,B
990,85.68380452895752,B
991,75.04883799295465,C
992,80.02966539511598,B
993,28.043534722652197,B
994,64.2158394409612,C
995,63.59406169177739,B
996,95.54642878056005,B
997,21.108566437644683,C
998,40.41096452144082,C
999,95.43234878046472,B
